,LONGITUD,LATITUD,DBO_mg/L,CALIDAD_DBO,DQO_mg/L,CALIDAD_DQO,SST_mg/L,CALIDAD_SST,COLI_FEC_NMP_100mL,CALIDAD_COLI_FEC,E_COLI_NMP_100mL,CALIDAD_E_COLI,ENTEROC_NMP_100mL,CALIDAD_ENTEROC,OD_PORC,CALIDAD_OD_PORC,OD_PORC_SUP,CALIDAD_OD_PORC_SUP,OD_PORC_MED,CALIDAD_OD_PORC_MED,OD_PORC_FON,CALIDAD_OD_PORC_FON,TOX_D_48_UT,CALIDAD_TOX_D_48,TOX_V_15_UT,CALIDAD_TOX_V_15,TOX_D_48_SUP_UT,CALIDAD TOX_D_48_SUP,TOX_FIS_SUP_15_UT,CALIDAD_TOX_FIS_SUP_15,SEMAFORO,CUMPLE_CON_DBO,CUMPLE_CON_DQO,CUMPLE_CON_SST,CUMPLE_CON_CF,CUMPLE_CON_E_COLI,CUMPLE_CON_ENTEROC,CUMPLE_CON_OD,CUMPLE_CON_TOX,GRUPO
0,-102.33911,22.2473,6.0,2,54.08,4,13.75,1,1162.0,4,98.0,1,,1,,1,46.8,3,,1,,1,,1,,1,0.0,1,0.0,1,3.0,1.0,0.0,1.0,0.0,1.0,,1.0,1.0,LENTICO
1,-109.8429,22.90473,,0,,0,9.0,1,,0,,0,20.0,1,,0,92.0,1,95.4,1,92.2,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
2,-109.86442,22.8988,,0,,0,9.0,1,,0,,0,2.0,1,,0,92.0,1,95.4,1,92.2,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
3,-109.88604,22.89609,,0,,0,13.9667,1,,0,,0,2.0,1,,0,,0,,0,86.7,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
4,-109.89657,22.87694,,0,,0,9.0,1,,0,,0,30.0,1,,0,96.2,1,95.9,1,95.5,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
5,-109.9025,22.88,,0,,0,22.0667,1,,0,,0,2.0,1,,0,90.1,1,95.2,1,94.2,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
6,-109.9054,22.8831,,0,,0,13.9667,1,,0,,0,90.0,1,,0,81.9,1,82.4,1,79.2,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
7,-110.23902,23.4393,,0,,0,57.85,2,,0,,0,402.0,4,,0,,0,,0,146.0,4,,0,,0,,0,0.0,1,3.0,,,1.0,,,0.0,0.0,1.0,COSTERO
8,-110.22379,23.45805,1.0,1,9.0,1,33.9,2,3873.0,4,512.0,2,,0,83.6,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,LOTICO
9,-109.80786,23.43995,1.0,1,9.0,1,25.6,2,189.0,2,2.0,1,,0,137.0,4,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,LOTICO
10,-109.8261,23.39128,4.26,2,27.98,3,14.0,1,1408.0,4,84.0,1,,0,90.0,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,LOTICO
11,-110.95153,24.50289,1.0,1,9.0,1,9.0,1,15531.0,5,538.0,2,,0,25.0,4,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,LOTICO
12,-111.00268,24.46953,1.0,1,9.0,1,9.0,1,10.0,1,2.0,1,,0,104.8,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,LOTICO
13,-109.77912,23.337,6.4,3,9.0,1,9.0,1,24196.0,5,14136.0,5,,0,,0,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,0.0,,,1.0,LOTICO
14,-109.84545,23.73546,1.0,1,9.0,1,9.0,1,218.0,3,2.0,1,,0,95.1,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,LOTICO
15,-111.80531,26.06218,1.0,1,9.0,1,9.0,1,663.0,3,74.0,1,,0,93.4,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,LOTICO
16,-113.46249,26.80955,,0,,0,9.0,1,,0,,0,2.0,1,,0,89.2,1,,0,,0,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
17,-112.09347,25.69695,,0,,0,19.5333,1,,0,,0,2.0,1,,0,,0,,0,101.6,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
18,-111.8325,26.03686,1.0,1,9.0,1,10.1,1,1408.0,4,368.0,2,,0,85.4,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,LOTICO
19,-111.23517,25.7233,,0,,0,9.0,1,,0,,0,2.0,1,,0,110.7,2,108.6,1,107.9,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
20,-111.2583,25.74527,,0,,0,9.0,1,,0,,0,2.0,1,,0,106.3,1,106.7,1,104.9,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
21,-111.30427,25.80818,,0,,0,9.0,1,,0,,0,2.0,1,,0,101.4,1,99.7,1,106.4,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
22,-111.33986,25.8758,,0,,0,9.0,1,,0,,0,2.0,1,,0,102.4,1,102.4,1,103.2,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
23,-111.33105,25.8363,,0,,0,16.8571,1,,0,,0,2.0,1,,0,99.3,1,99.6,1,99.6,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
24,-111.33488,26.00486,,0,,0,13.8667,1,,0,,0,2.0,1,,0,,0,,0,104.2,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
25,-111.34405,26.02468,,0,,0,9.0,1,,0,,0,2.0,1,,0,,0,,0,105.6,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
26,-111.326,26.061,,0,,0,10.7333,1,,0,,0,2.0,1,,0,,0,114.5,2,114.2,2,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
27,-111.77255,26.56365,,0,,0,9.0,1,,0,,0,2.0,1,,0,,0,,0,128.2,3,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
28,-111.8147,26.62937,,0,,0,9.0,1,,0,,0,2.0,1,,0,118.4,2,116.2,2,118.0,2,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
29,-111.88428,26.70713,,0,,0,9.0,1,,0,,0,2.0,1,,0,,0,,0,88.5,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
30,-111.93964,26.88707,,0,,0,9.0,1,,0,,0,2.0,1,,0,,0,,0,104.2,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
31,-111.9534,26.9002,,0,,0,13.8,1,,0,,0,2.0,1,,0,,0,105.5,1,105.0,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
32,-111.98679,26.88692,1.0,1,9.0,1,9.0,1,14136.0,5,20.0,1,,0,98.2,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,LOTICO
33,-111.98267,26.88867,4.98,2,15.19,2,9.0,1,1720.0,4,2.0,1,,0,86.2,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,LOTICO
34,-112.26147,27.33785,,0,,0,9.0,1,,0,,0,2.0,1,,0,86.1,1,83.1,1,81.4,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
35,-112.26933,27.35023,,0,,0,9.0,1,,0,,0,24196.0,5,,0,87.2,1,,0,,0,,0,,0,,0,0.0,1,3.0,,,1.0,,,0.0,1.0,1.0,COSTERO
36,-113.17406,26.96917,,0,,0,49.4667,2,,0,,0,2.0,1,,0,,0,,0,111.9,2,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
37,-113.14605,26.94383,,0,,0,14.92,1,,0,,0,2.0,1,,0,,0,,0,106.1,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
38,-113.14135,26.9028,,0,,0,31.6,2,,0,,0,2.0,1,,0,,0,,0,99.5,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
39,-113.17136,26.87106,,0,,0,25.28,2,,0,,0,2.0,1,,0,96.9,1,93.2,1,80.1,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
40,-113.15,26.786,,0,,0,13.4,1,,0,,0,2.0,1,,0,,0,,0,102.3,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
41,-112.2933,27.37706,,0,,0,9.0,1,,0,,0,2.0,1,,0,86.7,1,,0,,0,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
42,-113.2707,26.7362,,0,,0,11.6667,1,,0,,0,2.0,1,,0,,0,,0,106.0,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
43,-113.26459,26.81313,,0,,0,9.0,1,,0,,0,2.0,1,,0,,0,,0,106.0,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
44,-113.70728,26.7894,,0,,0,14.6667,1,,0,,0,2.0,1,,0,85.7,1,,0,,0,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
45,-113.65367,26.76086,,0,,0,14.0,1,,0,,0,20.0,1,,0,76.4,1,,0,,0,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
46,-112.47136,26.25615,,0,,0,11.5333,1,,0,,0,2.0,1,,0,107.7,1,105.5,1,99.2,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
47,-114.19292,27.75162,,0,,0,9.0,1,,0,,0,2.0,1,,0,86.5,1,,0,,0,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
48,-114.283,27.76011,,0,,0,9.0,1,,0,,0,2.0,1,,0,85.9,1,,0,83.7,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
49,-114.10713,27.6475,,0,,0,9.0,1,,0,,0,2.0,1,,0,90.4,1,,0,,0,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
50,-114.14141,27.68167,,0,,0,9.0,1,,0,,0,2.0,1,,0,86.1,1,,0,84.2,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
51,-114.2036,27.8463,,0,,0,16.3333,1,,0,,0,2.0,1,,0,83.6,1,,0,,0,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
52,-114.27864,27.86918,,0,,0,9.0,1,,0,,0,2.0,1,,0,93.6,1,89.8,1,87.2,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
53,-113.97281,27.74018,,0,,0,9.0,1,,0,,0,2.0,1,,0,98.6,1,,0,,0,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
54,-112.50886,26.38214,1.0,1,24.24,3,9.0,1,2613.0,4,10.0,1,,0,200.0,5,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,LOTICO
55,-109.60857,23.61961,5.46,2,14.98,2,73.4,2,495.0,3,384.0,2,,0,143.07,4,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,LOTICO
56,-112.89735,27.29764,1.0,1,13.5,2,9.0,1,1650.0,4,10.0,1,,0,122.6,3,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,LOTICO
57,-112.00876,26.2298,1.0,1,9.0,1,9.0,1,3255.0,4,10.0,1,,0,111.8,2,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,LOTICO
58,-112.12748,26.15856,7.1,3,138.5,4,30.4,2,2481.0,4,2.0,1,,0,,0,,0,,0,,0,0.0,1,0.0,1,,0,,0,3.0,1.0,0.0,1.0,0.0,1.0,,,1.0,LOTICO
59,-112.12343,25.1991,,0,,0,35.15,2,,0,,0,350.0,4,,0,114.9,2,95.5,1,92.9,1,,0,,0,,0,0.0,1,3.0,,,1.0,,,0.0,1.0,1.0,COSTERO
60,-112.12122,24.78773,,0,,0,43.45,2,,0,,0,24196.0,5,,0,117.8,2,100.8,1,97.8,1,,0,,0,,0,0.0,1,3.0,,,1.0,,,0.0,1.0,1.0,COSTERO
61,-112.0109,24.6799,,0,,0,9.0,1,,0,,0,2.0,1,,0,130.6,4,133.0,4,131.4,4,,0,,0,,0,0.0,1,2.0,,,1.0,,,1.0,0.0,1.0,COSTERO
62,-111.8176,24.4793,,0,,0,16.52,1,,0,,0,2.0,1,,0,108.7,1,106.0,1,90.1,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
63,-112.13747,24.63284,,0,,0,24.0,1,,0,,0,2.0,1,,0,,0,,0,112.2,2,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
64,-111.74285,24.54675,,0,,0,15.24,1,,0,,0,2.0,1,,0,,0,109.7,1,109.5,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
65,-113.63021,26.73946,,0,,0,20.6667,1,,0,,0,2.0,1,,0,71.3,1,,0,,0,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
66,-111.55928,24.40499,,0,,0,16.48,1,,0,,0,2.0,1,,0,,0,,0,92.4,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
67,-110.21183,23.39026,1.0,1,29.12,3,9.0,1,2046.0,4,131.0,2,,0,22.4,4,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,LOTICO
68,-112.11671,25.26685,,0,,0,9.0,1,,0,,0,2.0,1,,0,106.5,1,105.5,1,106.4,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
69,-110.31682,24.16496,,0,,0,10.0,1,,0,,0,355.0,4,,0,101.4,1,,0,,0,,0,,0,,0,0.0,1,3.0,,,1.0,,,0.0,1.0,1.0,COSTERO
70,-110.32484,24.17006,,0,,0,10.0667,1,,0,,0,2.0,1,,0,111.3,2,101.2,1,89.4,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
71,-110.32851,24.27517,,0,,0,22.36,1,,0,,0,2.0,1,,0,107.6,1,101.1,1,92.8,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
72,-110.30345,24.21409,,0,,0,23.0,1,,0,,0,2.0,1,,0,108.9,1,108.0,1,106.7,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
73,-110.31084,24.21853,,0,,0,23.24,1,,0,,0,17329.0,5,,0,106.0,1,103.2,1,98.6,1,,0,,0,,0,0.0,1,3.0,,,1.0,,,0.0,1.0,1.0,COSTERO
74,-110.3137,24.2243,,0,,0,34.68,2,,0,,0,108.0,2,,0,101.7,1,98.9,1,96.4,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
75,-110.31742,24.24291,,0,,0,13.08,1,,0,,0,2.0,1,,0,117.6,2,,0,117.3,2,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
76,-110.3164,24.2582,,0,,0,24.55,1,,0,,0,20.0,1,,0,108.9,1,108.9,1,106.3,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
77,-110.32374,24.26563,,0,,0,27.72,2,,0,,0,20.0,1,,0,,0,,0,122.6,3,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
78,-110.42535,24.15676,,0,,0,9.0,1,,0,,0,2.0,1,,0,93.5,1,,0,,0,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
79,-110.42442,24.13794,,0,,0,9.0,1,,0,,0,2.0,1,,0,69.8,2,,0,,0,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
80,-110.42209,24.11737,,0,,0,13.5,1,,0,,0,2.0,1,,0,,0,,0,34.3,3,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
81,-110.35493,24.11762,,0,,0,34.5,2,,0,,0,118.0,2,,0,,0,,0,89.7,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
82,-109.99047,24.07696,,0,,0,9.0,1,,0,,0,2.0,1,,0,,0,,0,82.0,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
83,-109.83324,23.98474,,0,,0,10.2333,1,,0,,0,2.0,1,,0,101.9,1,103.0,1,102.9,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
84,-109.70028,23.09,1.0,1,9.0,1,9.0,1,24196.0,5,3076.0,5,,0,69.1,2,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
85,-109.69258,23.69201,,0,,0,10.4333,1,,0,,0,2.0,1,,0,107.9,1,107.8,1,102.4,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
86,-109.69636,23.67178,,0,,0,10.3,1,,0,,0,2.0,1,,0,107.4,1,107.5,1,107.0,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
87,-109.6072,23.62191,,0,,0,9.0,1,,0,,0,2.0,1,,0,111.2,2,111.3,2,110.9,2,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
88,-109.42626,23.43498,,0,,0,15.4,1,,0,,0,2.0,1,,0,,0,,0,101.4,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
89,-109.42467,23.40421,,0,,0,10.5667,1,,0,,0,75.0,1,,0,,0,,0,102.6,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
90,-109.69102,23.05754,1.0,1,9.0,1,9.0,1,17329.0,5,97.0,1,,0,50.8,2,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,LOTICO
91,-109.68738,23.05032,4.66,2,12.42,2,14.7,1,17863.0,5,171.0,2,,0,84.1,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,LOTICO
92,-109.68889,23.04306,,0,,0,37.05,2,,0,,0,2.0,1,,0,114.2,2,113.9,2,113.2,2,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
93,-109.68059,23.04946,5.3,2,9.0,1,16.4,1,24196.0,5,489.0,2,,0,22.0,4,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,LOTICO
94,-109.64452,23.06673,,0,,0,27.64,2,,0,,0,2.0,1,,0,110.9,2,116.4,2,117.3,2,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
95,-109.71361,23.01398,,0,,0,9.0,1,,0,,0,2.0,1,,0,115.2,2,113.9,2,110.7,2,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
96,-90.45546,20.69907,,0,,0,22.0,1,,0,,0,4.0,1,,0,88.4,1,,0,,0,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
97,-90.50431,20.44502,,0,,0,9.0,1,,0,,0,2.0,1,,0,90.9,1,,0,89.6,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
98,-90.49591,20.33071,,0,,0,9.0,1,,0,,0,2.0,1,,0,84.5,1,,0,,0,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
99,-90.49703,20.25984,,0,,0,9.0,1,,0,,0,2.0,1,,0,88.5,1,,0,87.8,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
100,-90.4997,20.0496,,0,,0,24.0,1,,0,,0,2.0,1,,0,83.3,1,,0,82.1,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
101,-90.51683,19.87422,,0,,0,21.0,1,,0,,0,4.0,1,,0,84.5,1,,0,84.0,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
102,-90.59334,19.81477,,0,,0,30.0,2,,0,,0,2.0,1,,0,82.3,1,,0,80.4,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
103,-90.62183,19.79481,,0,,0,21.0,1,,0,,0,2.0,1,,0,87.1,1,,0,85.5,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
104,-90.61815,19.79623,,0,,0,14.0,1,,0,,0,4.0,1,,0,96.5,1,,0,94.2,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
105,-90.70394,19.6606,,0,,0,23.0,1,,0,,0,2.0,1,,0,84.0,1,,0,70.5,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
106,-90.70601,19.46154,,0,,0,64.0,2,,0,,0,2.0,1,,0,80.4,1,,0,,0,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
107,-90.72509,19.35815,,0,,0,12.0,1,,0,,0,2.0,1,,0,22.7,4,,0,,0,,0,,0,,0,0.0,1,2.0,,,1.0,,,1.0,0.0,1.0,COSTERO
108,-90.61368,19.28103,5.73,2,42.72,4,9.0,1,230.0,3,210.0,2,,0,58.2,2,,0,,0,,0,0.0,1,0.0,1,,0,,0,3.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,LOTICO
109,-90.57425,19.29644,7.68,3,43.68,4,9.0,1,430.0,3,40.0,1,,0,50.2,2,,0,,0,,0,0.0,1,0.0,1,,0,,0,3.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,LOTICO
110,-90.46921,19.30365,8.06,3,57.12,4,9.0,1,90.0,1,2.0,1,,0,45.3,3,,0,,0,,0,2.295,3,0.0,1,,0,,0,3.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,LOTICO
111,-91.01078,19.10951,,0,,0,53.0,2,,0,,0,4.0,1,,0,63.1,2,,0,,0,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
112,-90.86936,19.21135,,0,,0,55.0,2,,0,,0,4.0,1,,0,60.4,2,,0,,0,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
113,-90.71163,18.96285,11.06,3,21.96,3,9.0,1,90.0,1,40.0,1,,0,,0,56.3,2,,0,,0,,0,,0,1.86,3,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,LENTICO
114,-90.29456,18.64079,18.86,3,49.78,4,18.0,1,230.0,3,90.0,1,,0,,0,118.6,2,,0,74.3,1,,0,,0,2.97,3,0.0,1,3.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,LENTICO
115,-90.27489,18.64156,33.42,4,50.75,4,9.0,1,430.0,3,230.0,2,,0,,0,117.8,2,,0,36.6,3,,0,,0,1.67,3,0.0,1,3.0,0.0,0.0,1.0,1.0,1.0,,1.0,1.0,LENTICO
116,-90.27154,18.49958,27.42,3,67.34,4,9.0,1,90.0,1,40.0,1,,0,,0,70.5,1,,0,59.1,2,,0,,0,0.0,1,0.0,1,3.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,LENTICO
117,-90.21145,18.47998,30.66,4,67.83,4,9.0,1,90.0,1,90.0,1,,0,,0,31.1,3,,0,39.8,3,,0,,0,,0,0.0,1,3.0,0.0,0.0,1.0,1.0,1.0,,1.0,1.0,LENTICO
118,-92.3104,18.6726,,0,,0,154.0,4,,0,,0,9.0,1,,0,61.2,2,,0,,0,,0,,0,,0,0.0,1,2.0,,,0.0,,,1.0,1.0,1.0,COSTERO
119,-92.09435,18.25307,1.0,1,29.04,3,268.0,4,2400.0,4,2400.0,5,,0,43.6,3,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,LOTICO
120,-92.10888,18.12662,1.0,1,26.14,3,208.0,4,70.0,1,70.0,1,,0,49.2,3,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,LOTICO
121,-90.84356,17.89107,9.66,3,26.35,3,9.0,1,40.0,1,2.0,1,,0,51.7,2,,0,,0,,0,0.0,1,0.0,1,,0,,0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,LOTICO
122,-90.53662,19.85149,,0,,0,28.0,2,,0,,0,2.0,1,,0,82.4,1,,0,80.4,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
123,-90.79433,17.89364,4.74,2,37.09,3,9.0,1,430.0,3,40.0,1,,0,60.2,2,,0,,0,,0,2.699,3,0.0,1,,0,,0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,LOTICO
124,-90.52646,19.85821,,0,,0,30.0,2,,0,,0,7.0,1,,0,83.7,1,,0,81.7,1,,0,,0,,0,0.0,1,1.0,,,1.0,,,1.0,1.0,1.0,COSTERO
125,-90.73634,18.17039,4.77,2,39.53,3,9.0,1,210.0,3,40.0,1,,0,61.7,2,,0,,0,,0,0.0,1,0.0,1,,0,,0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,LOTICO
126,-90.64638,18.81138,3.63,2,47.43,4,20.0,1,2.0,1,2.0,1,,0,,0,69.4,2,68.9,2,67.7,2,,0,,0,0.0,1,0.0,1,3.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,LENTICO
127,-90.70095,18.29958,5.1,2,56.12,4,9.0,1,70.0,1,2.0,1,,0,57.1,2,,0,,0,,0,2.937,3,0.0,1,,0,,0,3.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,LOTICO
