,LONGITUD,LATITUD,DBO_mg/L,CALIDAD_DBO,DQO_mg/L,CALIDAD_DQO,SST_mg/L,CALIDAD_SST,COLI_FEC_NMP_100mL,CALIDAD_COLI_FEC,E_COLI_NMP_100mL,CALIDAD_E_COLI,ENTEROC_NMP_100mL,CALIDAD_ENTEROC,OD_PORC,CALIDAD_OD_PORC,OD_PORC_SUP,CALIDAD_OD_PORC_SUP,OD_PORC_MED,CALIDAD_OD_PORC_MED,OD_PORC_FON,CALIDAD_OD_PORC_FON,TOX_D_48_UT,CALIDAD_TOX_D_48,TOX_V_15_UT,CALIDAD_TOX_V_15,TOX_D_48_SUP_UT,CALIDAD TOX_D_48_SUP,TOX_FIS_SUP_15_UT,CALIDAD_TOX_FIS_SUP_15,SEMAFORO,CUMPLE_CON_DBO,CUMPLE_CON_DQO,CUMPLE_CON_SST,CUMPLE_CON_CF,CUMPLE_CON_E_COLI,CUMPLE_CON_ENTEROC,CUMPLE_CON_OD,CUMPLE_CON_TOX,GRUPO
1670,-99.04663,19.44316,108.5,4,265.85,5,37.25,2,241960.0,5,241960.0,5,,0,9.0,5,,0,,0,,0,1.095,2,10.797,4,,0,,0,3.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,LOTICO
1671,-99.07982,19.3374,18.0,3,407.26,5,80.0,3,2100.0,4,1500.0,5,,0,23.4,4,,0,,0,,0,0.0,1,3.113,3,,0,,0,3.0,1.0,0.0,1.0,0.0,0.0,,0.0,1.0,LOTICO
1672,-99.07733,19.33625,2.88,1,35.82,3,24.0,1,1500.0,4,1500.0,5,,0,39.6,3,,0,,0,,0,1.095,2,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1673,-99.1141,19.28848,1.0,1,177.15,4,564.6,5,241960.0,5,241960.0,5,,0,89.1,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,3.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,LOTICO
1674,-99.2941,19.2656,1.0,1,122.24,4,24.0,1,230.0,3,90.0,1,,0,91.5,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,3.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,LOTICO
1675,-99.2675,19.5324,4.32,2,579.34,5,40.0,2,1500.0,4,750.0,3,,0,,0,33.9,3,,0,,0,,0,,0,0.0,1,0.0,1,3.0,1.0,0.0,1.0,0.0,1.0,,1.0,1.0,LENTICO
1676,-99.26401,19.5282,3.69,2,15.97,2,48.0,2,2.0,1,2.0,1,,0,,0,63.6,2,74.6,1,40.4,3,,0,,0,0.0,1,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,LENTICO
1677,-99.2605,19.5269,4.59,2,62.92,4,48.0,2,430.0,3,230.0,2,,0,,0,37.9,3,,0,,0,,0,,0,0.0,1,0.0,1,3.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,LENTICO
1678,-99.21331,19.51114,126.48,5,347.3,5,216.0,4,24000.0,5,24000.0,5,,0,28.6,4,,0,,0,,0,0.0,1,2.931,3,,0,,0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,LOTICO
1679,-99.26972,18.97379,1.0,1,9.0,1,9.0,1,2359.0,4,2247.0,5,,0,107.6,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1680,-99.2236,18.86339,5.16,2,16.04,2,9.0,1,24196.0,5,24196.0,5,,0,87.5,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1681,-99.22443,18.86218,5.02,2,27.85,3,32.6,2,24196.0,5,24196.0,5,,0,88.2,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1682,-99.18554,18.62572,24.36,3,28.42,3,74.0,2,24196.0,5,24196.0,5,,0,96.0,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1683,-99.22054,18.82966,1.0,1,98.75,4,503.2,5,241960.0,5,155310.0,5,,0,77.5,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,3.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,LOTICO
1684,-99.22149,18.82796,1.0,1,120.08,4,319.2,4,198630.0,5,155310.0,5,,0,78.6,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,3.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,LOTICO
1685,-99.19191,18.82961,39.9,4,92.5,4,39.8,2,32550.0,5,10170.0,5,,0,78.5,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,3.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1686,-99.16509,18.87718,19.2,3,39.33,3,11.0,1,24196.0,5,24196.0,5,,0,75.1,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1687,-99.25885,18.96645,1.0,1,9.0,1,9.0,1,24196.0,5,4352.0,5,,0,102.9,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1688,-99.16972,18.87284,1.0,1,138.58,4,259.0,4,241960.0,5,241960.0,5,,0,70.5,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,3.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,LOTICO
1689,-99.16975,18.86674,67.5,4,294.25,5,351.4,4,241960.0,5,241960.0,5,,0,73.8,1,,0,,0,,0,0.0,1,1.305,2,,0,,0,3.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,LOTICO
1690,-99.1503,18.89432,1.0,1,9.0,1,9.0,1,30.0,1,10.0,1,,0,,0,106.2,1,,0,,0,,0,,0,0.0,1,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,LENTICO
1691,-99.15058,18.89475,1.0,1,9.0,1,9.0,1,52.0,1,10.0,1,,0,,0,106.3,1,,0,,0,,0,,0,0.0,1,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,LENTICO
1692,-99.14956,18.89522,1.0,1,9.0,1,9.0,1,10.0,1,2.0,1,,0,,0,96.6,1,,0,,0,,0,,0,0.0,1,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,LENTICO
1693,-99.22218,18.85362,8.0,3,36.33,3,39.0,2,24196.0,5,24196.0,5,,0,91.6,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1694,-99.05558,18.88444,1.0,1,26.14,3,20.0,1,11000.0,5,4600.0,5,,0,47.6,3,,0,,0,,0,1.254,2,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1695,-99.24481,18.92383,10.0,3,10.0,1,40.2,2,24196.0,5,24196.0,5,,0,84.4,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1696,-98.92222,18.8622,20.1,3,47.92,4,24.0,1,11000.0,5,11000.0,5,,0,35.3,3,,0,,0,,0,1.047,2,0.0,1,,0,,0,3.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1697,-98.92513,18.84139,11.4,3,59.05,4,24.0,1,24000.0,5,24000.0,5,,0,38.6,3,,0,,0,,0,0.0,1,0.0,1,,0,,0,3.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1698,-98.88626,18.86388,1.0,1,55.18,4,16.0,1,230.0,3,230.0,2,,0,43.1,3,,0,,0,,0,0.0,1,,0,,0,,0,3.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,LOTICO
1699,-98.95959,18.79919,11.4,3,23.23,3,64.0,2,930.0,3,930.0,4,,0,11.1,4,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,LOTICO
1700,-98.96709,18.7966,15.76,3,60.98,4,56.0,2,4600.0,4,2400.0,5,,0,41.2,3,,0,,0,,0,1.072,2,0.0,1,,0,,0,3.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1701,-98.97451,18.76577,5.7,2,29.04,3,40.0,2,11000.0,5,4600.0,5,,0,36.1,3,,0,,0,,0,1.211,2,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1702,-98.97562,18.778,13.8,3,55.18,4,44.0,2,4600.0,4,4600.0,5,,0,41.3,3,,0,,0,,0,1.069,2,0.0,1,,0,,0,3.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1703,-99.24483,18.92373,13.7,3,55.5,4,39.0,2,24196.0,5,24196.0,5,,0,83.4,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,3.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1704,-98.9699,18.70862,8.4,3,27.1,3,52.0,2,2100.0,4,2100.0,5,,0,39.6,3,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1705,-99.00811,18.63652,14.58,3,34.08,3,47.0,2,2100.0,4,2100.0,5,,0,28.3,4,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,LOTICO
1706,-99.04064,18.57868,19.08,3,29.28,3,36.0,2,2400.0,4,2400.0,5,,0,48.2,3,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1707,-99.21922,18.84187,7.04,3,9.0,1,60.4,2,24196.0,5,24196.0,5,,0,96.5,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1708,-99.16399,18.61007,4.72,2,9.0,1,116.8,3,24196.0,5,24196.0,5,,0,88.1,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1709,-99.10768,18.54867,51.35,4,272.85,5,1971.5,5,24196.0,5,24196.0,5,,0,75.3,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,3.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,LOTICO
1710,-99.17705,18.59702,4.3,2,22.79,3,161.8,4,24196.0,5,24196.0,5,,0,101.4,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,LOTICO
1711,-99.18279,18.60982,40.9,4,135.0,4,565.4,5,24196.0,5,24196.0,5,,0,86.3,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,3.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,LOTICO
1712,-99.18488,18.59156,1.0,1,15.73,2,66.9,2,24196.0,5,24196.0,5,,0,78.5,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1713,-99.19535,18.63995,6.95,3,131.33,4,52.4,2,24196.0,5,24196.0,5,,0,89.4,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,3.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1714,-99.19668,18.65475,8.9,3,17.56,2,40.2,2,24196.0,5,24196.0,5,,0,74.1,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1715,-99.2002,18.6674,6.34,3,13.38,2,41.6,2,24196.0,5,24196.0,5,,0,87.1,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1716,-99.2273,18.87086,14.4,3,37.33,3,164.4,4,241960.0,5,241960.0,5,,0,97.0,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,LOTICO
1717,-99.24096,18.70213,1.0,1,9.0,1,48.2,2,24196.0,5,11199.0,5,,0,86.9,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1718,-99.23383,18.76258,18.3,3,80.0,4,388.6,4,241960.0,5,241960.0,5,,0,86.8,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,3.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,LOTICO
1719,-99.23421,18.76256,12.6,3,50.25,4,130.8,3,24196.0,5,24196.0,5,,0,75.3,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,3.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1720,-99.23494,18.77504,13.4,3,34.83,3,100.0,3,24196.0,5,24196.0,5,,0,87.4,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1721,-99.23372,18.79025,18.8,3,40.08,4,272.33,4,241960.0,5,241960.0,5,,0,84.5,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,3.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,LOTICO
1722,-99.23095,18.79288,19.0,3,47.0,4,238.33,4,241960.0,5,241960.0,5,,0,97.5,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,3.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,LOTICO
1723,-99.22682,18.80009,8.98,3,25.44,3,26.2,2,24196.0,5,24196.0,5,,0,85.1,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1724,-99.22397,18.80168,7.18,3,24.59,3,24.13,1,24196.0,5,24196.0,5,,0,89.6,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1725,-99.16504,18.86542,17.7,3,38.08,3,16.0,1,241960.0,5,241960.0,5,,0,86.0,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1726,-99.25697,18.62961,1.0,1,21.63,3,9.0,1,594.0,3,2.0,1,,0,,0,123.4,3,72.9,1,22.1,4,,0,,0,0.0,1,0.0,1,2.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,LENTICO
1727,-99.27157,18.62645,19.5,3,22.46,3,9.0,1,2.0,1,2.0,1,,0,,0,123.1,3,25.1,4,9.0,5,,0,,0,0.0,1,0.0,1,2.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,LENTICO
1728,-99.26207,18.61261,1.0,1,31.68,3,9.0,1,439.0,3,2.0,1,,0,,0,122.3,3,71.6,1,21.6,4,,0,,0,0.0,1,0.0,1,2.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,LENTICO
1729,-99.26086,18.60272,1.0,1,9.0,1,9.0,1,327.0,3,10.0,1,,0,,0,122.0,3,73.0,1,23.6,4,,0,,0,0.0,1,0.0,1,2.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,LENTICO
1730,-99.28172,18.61826,1.0,1,14.98,2,9.0,1,86.0,1,2.0,1,,0,,0,123.9,3,73.1,1,19.5,4,,0,,0,0.0,1,0.0,1,2.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,LENTICO
1731,-99.27025,18.63374,1.0,1,10.82,2,9.0,1,2.0,1,2.0,1,,0,,0,124.3,3,24.8,4,9.0,5,,0,,0,0.0,1,0.0,1,2.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,LENTICO
1732,-99.32564,18.63035,1.0,1,20.7,3,58.3,2,14136.0,5,4352.0,5,,0,93.6,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1733,-99.33324,18.62011,7.0,3,148.15,4,833.0,5,68670.0,5,43520.0,5,,0,96.6,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,3.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,LOTICO
1734,-99.31494,18.59042,9.2,3,161.15,4,579.0,5,241960.0,5,198630.0,5,,0,81.3,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,3.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,LOTICO
1735,-99.23193,18.765,15.1,3,80.58,4,346.2,4,241960.0,5,241960.0,5,,0,75.4,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,3.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,LOTICO
1736,-99.26756,18.54599,1.0,1,69.35,4,478.4,5,81640.0,5,34480.0,5,,0,94.2,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,3.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,LOTICO
1737,-99.17645,18.49248,1.0,1,106.0,4,347.33,4,46110.0,5,27000.0,5,,0,80.1,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,3.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,LOTICO
1738,-99.37758,18.70052,1.0,1,78.5,4,388.67,4,12033.0,5,5247.0,5,,0,79.5,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,3.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,LOTICO
1739,-99.32616,18.64085,1.0,1,24.84,3,52.8,2,32550.0,5,1376.0,5,,0,100.6,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1740,-99.33588,18.74361,4.6,2,76.08,4,9.0,1,31.0,1,10.0,1,,0,,0,112.9,2,,0,103.5,1,,0,,0,0.0,1,0.0,1,3.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,LENTICO
1741,-99.32953,18.76496,1.0,1,14.9,2,9.0,1,1309.0,4,199.0,2,,0,,0,121.5,3,,0,,0,,0,,0,0.0,1,0.0,1,2.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,LENTICO
1742,-99.22705,18.87183,11.8,3,32.25,3,190.67,4,241960.0,5,241960.0,5,,0,96.5,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,LOTICO
1743,-99.42401,18.73406,1.0,1,138.5,4,1032.0,5,241960.0,5,198630.0,5,,0,83.5,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,3.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,LOTICO
1744,-97.69028,17.23999,3.71,2,30.14,3,274.07,4,930.0,3,30.0,1,,0,40.3,3,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,LOTICO
1745,-97.78835,17.66388,3.14,2,89.43,4,8133.33,5,24000.0,5,40.0,1,,0,49.3,3,,0,,0,,0,0.0,1,0.0,1,,0,,0,3.0,1.0,0.0,0.0,0.0,1.0,,1.0,1.0,LOTICO
1746,-97.82537,17.72424,1.0,1,20.86,3,11.0,1,4600.0,4,2400.0,5,,0,,0,51.0,2,38.3,3,15.4,4,,0,,0,0.0,1,0.0,1,2.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,LENTICO
1747,-97.815,17.73132,1.0,1,18.71,2,39.0,2,230.0,3,110.0,1,,0,,0,48.4,3,39.6,3,17.7,4,,0,,0,0.0,1,0.0,1,2.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,LENTICO
1748,-97.81091,17.73188,1.0,1,16.21,2,9.0,1,430.0,3,200.0,2,,0,,0,47.8,3,42.3,3,39.8,3,,0,,0,0.0,1,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,LENTICO
1749,-97.81839,17.74064,1.0,1,60.5,4,9.0,1,1500.0,4,750.0,3,,0,,0,43.4,3,,0,40.3,3,,0,,0,0.0,1,0.0,1,3.0,1.0,0.0,1.0,0.0,1.0,,1.0,1.0,LENTICO
1750,-97.81324,17.73702,1.0,1,20.86,3,11.0,1,4600.0,4,2400.0,5,,0,,0,45.2,3,,0,39.3,3,,0,,0,0.0,1,0.0,1,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,LENTICO
1751,-97.78693,17.77557,4.0,2,32.64,3,227.66,4,24000.0,5,24000.0,5,,0,40.6,3,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,LOTICO
1752,-98.27802,17.52425,1.0,1,19.43,2,1525.0,5,24000.0,5,1500.0,5,,0,47.8,3,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,LOTICO
1753,-98.01239,17.58472,2.29,1,53.71,4,3800.0,5,24000.0,5,110.0,1,,0,47.6,3,,0,,0,,0,0.0,1,0.0,1,,0,,0,3.0,1.0,0.0,0.0,0.0,1.0,,1.0,1.0,LOTICO
1754,-97.57397,17.69014,2.29,1,39.79,3,7133.33,5,24000.0,5,70.0,1,,0,39.8,3,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,0.0,0.0,1.0,,1.0,1.0,LOTICO
1755,-98.71334,18.58528,7.88,3,13.31,2,12.6,1,677.0,3,2.0,1,,0,,0,92.1,1,,0,36.3,3,,0,,0,0.0,1,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,LENTICO
1756,-98.70934,18.60751,22.2,3,25.79,3,20.3,1,295.0,3,2.0,1,,0,,0,113.4,2,54.6,2,20.1,4,,0,,0,0.0,1,0.0,1,2.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,LENTICO
1757,-98.7514,18.64657,21.2,3,24.13,3,45.7,2,218.0,3,175.0,2,,0,,0,70.1,1,,0,67.2,2,,0,,0,0.0,1,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,LENTICO
1758,-97.72923,17.82461,2.71,1,51.21,4,372.13,4,24000.0,5,11000.0,5,,0,47.8,3,,0,,0,,0,0.0,1,0.0,1,,0,,0,3.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,LOTICO
1759,-98.14861,17.86189,3.38,2,71.57,4,2700.0,5,24000.0,5,150.0,2,,0,47.3,3,,0,,0,,0,0.0,1,0.0,1,,0,,0,3.0,1.0,0.0,0.0,0.0,1.0,,1.0,1.0,LOTICO
1760,-97.78362,17.78118,2.57,1,18.71,2,96.0,3,24000.0,5,2100.0,5,,0,45.4,3,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1761,-97.78786,17.7746,5.0,2,29.07,3,200.0,4,24000.0,5,24000.0,5,,0,41.4,3,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,LOTICO
1762,-97.78668,17.7751,60.0,4,172.79,4,87.81,3,24000.0,5,4600.0,5,,0,9.0,5,,0,,0,,0,0.0,1,2.803,3,,0,,0,3.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,LOTICO
1763,-97.78606,17.77572,22.0,3,119.07,4,190.0,4,24000.0,5,2400.0,5,,0,31.6,3,,0,,0,,0,0.0,1,0.0,1,,0,,0,3.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,LOTICO
1764,-105.57036,26.08415,1.0,1,9.0,1,28.2,2,1720.0,4,2.0,1,,0,109.0,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,LOTICO
1765,-105.10455,25.70145,1.0,1,9.0,1,12.8,1,20.0,1,2.0,1,,0,,0,92.2,1,87.4,1,55.4,2,,0,,0,0.0,1,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,LENTICO
1766,-105.04381,25.54661,1.0,1,9.0,1,29.29,2,10.0,1,2.0,1,,0,,0,86.2,1,52.4,2,22.0,4,,0,,0,0.0,1,0.0,1,2.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,LENTICO
1767,-105.05768,25.61493,1.0,1,9.0,1,9.0,1,52.0,1,2.0,1,,0,,0,88.5,1,23.1,4,21.7,4,,0,,0,0.0,1,0.0,1,2.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,LENTICO
1768,-105.00235,25.59233,1.0,1,9.0,1,9.0,1,727.0,3,2.0,1,,0,129.6,3,,0,,0,,0,0.0,1,0.0,1,,0,,0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,LOTICO
1769,-104.52392,25.14719,1.0,1,9.0,1,9.0,1,1134.0,4,2.0,1,,0,110.6,2,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,LOTICO
1770,-104.06635,25.26358,1.0,1,9.0,1,15.75,1,1793.0,4,2.0,1,,0,119.8,2,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,LOTICO
1771,-103.83652,25.27378,1.0,1,18.66,2,21.4,1,432.0,3,2.0,1,,0,,0,87.1,1,83.5,1,34.9,3,,0,,0,0.0,1,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,LENTICO
1772,-103.81319,25.27459,1.0,1,9.0,1,20.88,1,160.0,2,2.0,1,,0,,0,97.3,1,45.7,3,23.8,4,,0,,0,0.0,1,0.0,1,2.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,LENTICO
1773,-103.77764,25.26567,1.0,1,22.05,3,17.9,1,10.0,1,2.0,1,,0,,0,104.5,1,33.2,3,21.4,4,,0,,0,0.0,1,0.0,1,2.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,LENTICO
1774,-103.76833,25.27506,1.0,1,9.0,1,15.47,1,4611.0,4,86.0,1,,0,106.1,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,LOTICO
1775,-103.74252,25.38702,1.0,1,9.0,1,9.0,1,2046.0,4,10.0,1,,0,116.6,2,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,LOTICO
1776,-103.73193,25.30185,1.0,1,9.0,1,9.0,1,1224.0,4,96.0,1,,0,109.9,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,LOTICO
1777,-103.28386,25.06807,1.0,1,9.0,1,9.0,1,374.0,3,2.0,1,,0,135.9,4,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,LOTICO
1778,-92.63224,16.71367,10.2,3,66.24,4,36.0,2,1500.0,4,150.0,2,,0,75.4,1,,0,,0,,0,0.0,1,0.0,1,,0,,0,3.0,1.0,0.0,1.0,0.0,1.0,,1.0,1.0,LOTICO
1779,-93.09101,16.7535,12.0,3,67.6,4,28.0,2,1200.0,4,1200.0,5,,0,58.6,2,,0,,0,,0,0.0,1,0.0,1,,0,,0,3.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
1780,-93.08889,16.75878,8.55,3,39.69,3,32.0,2,11000.0,5,11000.0,5,,0,56.3,2,,0,,0,,0,0.0,1,0.0,1,,0,,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,LOTICO
